title,year,Id,Category
A suggested physical explanation for the existence of a biological boundary at 24°30′S in the Benguela system,1988,407,"Larval_duration,Oceanography,Sm,"
Phylogeny and biogeography of pholadid bivalve Barnea (Anchomasa) with considerations on the phylogeny of Pholadoidea,2009,408,"Historical,Bg,"
The dynamics and geographic disjunction of the kelp Eisenia arborea along the west coast of Canada,2021,409,"Competition,Historical,Climate_change,Sm,"
"Hydrothermal-vent alvinellid polychaete dispersal in the eastern pacific. 1. Influence of vent site distribution, bottom currents, and biological patterns",1997,410,"Unknown,Deep_sea,Larval_duration,Oceanography,Historical,Sm,"
THE RELEVANCE OF PASSIVE DISPERSAL FOR THE BIOGEOGRAPHY OF CARIBBEAN MOLLUSKS,1995,411,"Larval_duration,R,Historical,Sm,"
Consequences of marine barriers for genetic diversity of the coral-specialist yellowbar angelfish from the Northwestern Indian Ocean,2019,412,"Habitat,Oceanography,Sm,"
"Population and seascape genomics of a critically endangered benthic elasmobranch, the blue skate Dipturus batis",2022,413,"Habitat,Climate_change,Sm,"
Testing comparative phylogeographic models of marine vicariance and dispersal using a hierarchical Bayesian approach,2008,414,"Historical,Sm,"
Population structure and genetic variation of lane snapper (Lutjanus synagris) in the northern Gulf of Mexico,2009,415,"Unknown,Sm,"
"Phylogeography of the spotted sand bass, Paralabrax maculatofasciatus: Divergence of Gulf of California and Pacific Coast populations",2001,416,"Larval_duration,Historical,Sm,"
"Contrasting Genetic Structure and Diversity of Galaxias maculatus (Jenyns, 1848) Along the Chilean Coast: Stock Identification for Fishery Management",2015,417,"Unknown,Habitat,Oceanography,Historical,Sm,"
Molecular phylogeny and historical biogeography of Nacella (Patellogastropoda: Nacellidae) in the Southern Ocean,2010,418,"Larval_duration,R,Historical,Bg,Sm,"
Nonrandom larval dispersal can steepen marine clines,2005,419,"Habitat,Larval_duration,Oceanography,Sm,"
"Restricted gene flow and incipient speciation in disjunct Pacific Ocean and Sea of Cortez populations of a reef fish species, Girella nigricans",2000,420,"Unknown,Historical,Sm,"
"Morphology and molecules on opposite sides of the diversity gradient: Four cryptic species of the Cliona celata (Porifera, Demospongiae) complex in South America revealed by mitochondrial and nuclear markers",2012,421,"Unknown,Sm,"
Seagrass Connectivity on the West Coast of Africa Supports the Hypothesis of Grazer-Mediated Seed Dispersal,2022,422,"Competition,Sm,"
"Climate-driven genetic divergence of limpets with different life histories across a southeast African marine biogeographic disjunction: different processes, same outcome",2011,423,"Habitat,Larval_duration,Oceanography,Historical,Sm,Selection_incompatibility,"
What Maintains the Central North Pacific Genetic Discontinuity in Pacific Herring?,2012,424,"Behavior,Competition,Historical,Sm,Selection_incompatibility,"
"King crabs of the western Atlantic sector of Antarctic and adjacent areas: new records, molecular barcode data and distribution (Crustacea: Decapoda: Lithodidae)",2015,425,"Deep_sea,Habitat,Oceanography,Historical,Sm,"
A MULTILOCUS ALLOZYME DISCONTINUITY IN THE MUSSEL MYTILUS-GALLOPROVINCIALIS - THE INTERACTION OF ECOLOGICAL AND LIFE-HISTORY FACTORS,1995,426,"Competition,Oceanography,Sm,"
"Stirred but not shaken: population and recruitment genetics of the scallop (Pecten fumatus) in Bass Strait, Australia",2016,427,"Oceanography,Sm,"
Unexpected genetic structure of mussel populations in South Africa: indigenous Perna perna and invasive Mytilus galloprovincialis,2007,428,"Larval_duration,Oceanography,Sm,Selection_incompatibility,"
Phylogenetic divergence and population genetics of the hydrothermal vent annelid genus Hesiolyra along the East Pacific Rise: Reappraisal using multi-locus data,2023,429,"Deep_sea,Habitat,Historical,Bg,"
"Population genetic structure of the milkfish, Chanos chanos, based on PCR-RFLP analysis of the mitochondrial control region",2004,430,"Behavior,Oceanography,Sm,"
"Twisted sister species of pygmy angelfishes: discordance between taxonomy, coloration, and phylogenetics",2012,431,"Unknown,Historical,Sm,Selection_incompatibility,"
Microsatellite variation in the Mexican rockfish Sebastes macdonaldi,2003,432,"Unknown,Bg,"
Vicariance and dispersal across Baja California in disjunct marine fish populations,2003,433,"Habitat,Larval_duration,Historical,Sm,"
Genetic connectivity of the ecosystem engineer Perumytilus purpuratus north to the 32A degrees S southeast Pacific ecological discontinuity,2013,434,"Larval_duration,Oceanography,Sm,Selection_incompatibility,"
Phylogeography of the diamond turbot (Hypsopsetta guttulata) across the Baja California Peninsula,2010,435,"Behavior,Habitat,Sm,"
Population dynamics and genetic differentiation in the bivalve mollusc Abra tenuis: aplanic dispersal,2004,436,"Misc,Oceanography,Sm,"
Restricted gene flow and evolutionary divergence between geographically separated populations of the Antarctic octopus Pareledone turqueti,1997,437,"Habitat,Sm,"
"GEOGRAPHIC-VARIATION AMONG 3 ISOLATED POPULATIONS OF THE HADAL AMPHIPOD HIRONDELLEA GIGAS (CRUSTACEA, AMPHIPODA, LYSIANASSOIDEA)",1993,438,"Deep_sea,Habitat,Sm,"
Long current to nowhere? - Genetic connectivity of Jasus tristani populations in the southern Atlantic Ocean,2007,439,"Deep_sea,Oceanography,Historical,Bg,"
"Habitat discontinuities form strong barriers to gene flow among mangrove populations, despite the capacity for long-distance dispersal",2019,440,"Habitat,Sm,"
Population genetic structure of the Antarctic ascidian Aplidium falklandicum from Scotia Arc and South Shetland Islands,2010,441,"Habitat,Larval_duration,Misc,Oceanography,Sm,"
Baja California disjunctions and phylogeographic patterns in sympatric California blennies,2014,442,"Habitat,Historical,Sm,"
"A reassessment of the distribution of the common Antarctic scallop Adamussium colbecki (Smith, 1902)",2006,443,"Habitat,Larval_duration,Sm,"
Assessment of genetic diversity of seagrass populations using DNA fingerprinting: Implications for population stability and management,1994,444,"Habitat,Sm,"
"A taxonomic, phylogenetic and biogeographic study of the genus Acanthophora (Rhodomelaceae, Rhodophyta)",1999,445,"Historical,Bg,"
Scallop Genetics and Genomics,2016,446,"Habitat,Oceanography,Sm,Selection_incompatibility,"
"Limited realized dispersal and introgressive hybridization influence genetic structure and conservation strategies for brown rockfish, Sebastes auriculatus",2005,447,"Behavior,Larval_duration,Oceanography,Historical,Sm,"
A Seascape Genetics Approach to Studying Genetic Differentiation in the Bull Kelp Nereocystis luetkeana,2019,448,"Habitat,Oceanography,Historical,Sm,"
Evolutionary and biogeographical patterns within the smelt genus Hypomesus in the North Pacific Ocean,2007,449,"Historical,Bg,"
Origins and Present Distribution of Fishes in Japan,2022,450,"Oceanography,Historical,Sm,"
Comparative phylogeography of the ocean planet,2016,451,"Habitat,Oceanography,Historical,Bg,"
Two distinct mtDNA lineages of the blue crab reveal large-scale population structure in its native Atlantic distribution,2017,452,"Invasive,Sm,"
"Genetic differentiation between spatially-disjunct populations of the deep-sea, hydrothermal vent-endemic amphipod Ventiella sulfuris",1992,453,"Deep_sea,Habitat,Historical,Sm,"
"""Nested"" cryptic diversity in a widespread marine ecosystem engineer: a challenge for detecting biological invasions",2011,454,"Invasive,Misc,Sm,"
Genetic Differentiation of Disjunct Gulf of California and Pacific Outer Coast Populations of Hypsoblennius jenkinsi,1987,455,"Historical,Sm,Selection_incompatibility,"
Marine biogeographic disjunction in central New Zealand,2005,456,"Larval_duration,Oceanography,Sm,"
Disparate patterns of population genetic structure and population history in two sympatric penaeid shrimp species ( <i>Farfantepenaeus aztecus</i> and <i>Litopenaeus setiferus</i> ) in the eastern United States,2003,457,"Habitat,Historical,Sm,"
"PHYLOGEOGRAPHY AND DEMOGRAPHY OF SYMPATRIC SISTER SURFPERCH SPECIES, EMBIOTOCA JACKSONI AND E. LATERALIS ALONG THE CALIFORNIA COAST: HISTORICAL VERSUS ECOLOGICAL FACTORS",2005,458,"Competition,Historical,Sm,"
Effect of the East Siberian barrier on the echinoderm dispersal in the Arctic Ocean,2010,459,"Habitat,Oceanography,Historical,Sm,Selection_incompatibility,"
Divergence genetics analysis reveals historical population genetic processes leading to contrasting phylogeographic patterns in co-distributed species,2010,460,"Historical,Sm,"
"Comparative phylogeography of a bathymetrically segregated pair of sister taxa of rockfishes (genus Sebastes): black rockfish, Sebastes melanops, and yellowtail rockfish, Sebastes flavidus",2023,461,"Sm, Historical, Oceanography, "
"A genetic basis for geographic variation in shell morphology in the bay scallop, Argopecten irradians",1997,462,"Sm,  Unknown, "
Impact of individual early life traits in larval dispersal: A multispecies approach using backtracking models,2021,463,"Sm,  Larval_duration, Oceanography, "
Biogeography of tropical reef fishes: the South Atlantic puzzle,2016,464,"Bg,Historical,Larval_duration,Selection_incompatibility,Unknown,"
"Scorched mussels (Brachidontes spp., Bivalvia: Mytilidae) from the tropical and warm-temperate southwestern Atlantic: the role of the Amazon River in their speciation",2003,465,"Bg,Historical,"
Patterns of distribution and processes of speciation in Brazilian reef fishes,2003,466,"Bg,Historical,Salinity,Habitat, "
